Display Order,Product Details,ASIN,Segment,URL,Image URL,Brand,Price  US$,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  US$,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller,Source Keywords
48.0,"Buzbug LED Bug Zapper Indoor Outdoor, Rechargeable 5200mAh, Dual Band Attraction, 50000H Long-Life LED Bulbs, Portable Mosquito Zapper, Fly Trap Mosquito Trap, Fly Killer Fly Zapper – MA015C",B0G926KTCB,Electric Traps,https://www.amazon.com/dp/B0G926KTCB?psc=1,https://m.media-amazon.com/images/I/919H6P3i0aL._AC_SY355_.jpg,Buzbug,39.99,"1,089","1,089",700,"34,565.24","34,565.08",190,"13,700",US,14.0,2,4.1,"1,241",7.0,"1,170",Amazei America,"Patio, Lawn & Garden",Large Standard-Size,FBA,13.98 x 3.03 x 9.09 in,2.78,,"Mar 13, 2026",,No,2.0,Amazei America,flying insect trap
31.0,"Buzbug Upgraded LED Bug Zapper Indoor, LED Bulbs Up to 50, 000 Hours, 3 Lamps Sustainable Less Power, 3800V Powerful Electric Mosquito Zapper, Fly Trap Mosquito Trap, Fly Killer Fly Zapper",B0DT4BBN16,Electric Traps,https://www.amazon.com/dp/B0DT4BBN16?psc=1,https://m.media-amazon.com/images/I/81J9m6H8V2L._AC_SY355_.jpg,Buzbug,31.09,825,825,400,"30,269.56","30,268.80",188,"4,530",US,12.78,3,4.4,763,8.0,15,Amazei America,"Patio, Lawn & Garden",Large Standard-Size,FBA,17.83 x 3.82 x 11.42 in,3.97,,"Mar 1, 2025",,No,14.0,Amazei America,flying insect trap
10.0,"Buzbug LED Bug Zapper Indoor, 10 Years Lifespan 3 Lamps Enhance Insect Attraction, 3800V High-Voltage, Electric Mosquito Zapper, Fruit Fly Mosquito Moth Gnat Zapper, Killer, Trap -MA009 (Matte Black)",B0GSDNBXXR,Electric Traps,https://www.amazon.com/dp/B0GSDNBXXR?psc=1,https://m.media-amazon.com/images/I/81g8Ga2im+L._AC_SY355_.jpg,Buzbug,31.99,"6,069",664,500,"223,282.78","22,970.70",199,"5,205",US,12.2,1,4.5,797,7.0,56,Amazei America,"Patio, Lawn & Garden",Large Standard-Size,FBA,13.58 x 3.98 x 10.51 in,3.42,,"Apr 23, 2026",,No,1.0,Amazei America,flying insect trap
69.0,"Flying Insect Trap, Indoor Fly Trap, Fruit Fly Traps, Plug in Bug Light Trap for Gnat Moth for Mosquito, Flies, Fruit Flies, Moth, Gnat, Houseflies (1 Device + 3 Refills)",B0DBS1QSGR,Electric Traps,https://www.amazon.com/dp/B0DBS1QSGR?psc=1,https://m.media-amazon.com/images/I/61FxkzzVw4L._AC_SY355_.jpg,BUZZ TRAP,4.73,290,178,100,"2,482.74",869.34,170,"32,708",US,3.95,2,3.0,33,9.0,7,Schmidt Empire,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.16 x 2.05 x 3.35 in,0.22,,"Aug 1, 2024",,No,21.0,Schmidt Empire,plug in fly trap
50.0,"Fly Trap Indoor, Fruit Fly Traps for Indoors Flying Insect Gnat Traps for House Indoor with Adjustable Lighting, Bug Zapper Indoor, Gnat Killer Catcher with 10 Refills （Black）",B0GWQL2NJ1,Electric Traps,https://www.amazon.com/dp/B0GWQL2NJ1?psc=1,https://m.media-amazon.com/images/I/71lVTUcsIgL._AC_SY355_.jpg,CAGVG,35.99,288,251,,"10,741.76","9,289.53",175,701,US,8.18,2,4.9,49,6.0,33,Apex Spirits LLC,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.06 x 5.35 x 5.35 in,1.34,,"May 10, 2026",,No,0.0,Apex Spirits LLC,fruit fly trap
62.0,"Catchmaster Vector 9 UV Light Plug in Flying Insect Trap - Silent Indoor Bug Catcher for House & Fruit Flies, Gnats & Moths - Mess-Free Easy Setup & Cleanup - with 12 Glue Trap Refills, Year Supply",B0GFGNMJN4,Electric Traps,https://www.amazon.com/dp/B0GFGNMJN4?psc=1,https://m.media-amazon.com/images/I/61eUt0Kr25L._AC_SY355_.jpg,Catchmaster,22.99,187,187,,"5,094.96","5,092.99",197,"7,776",US,8.21,1,4.7,20,8.0,2,Catchmaster,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.33 x 3.23 x 3.94 in,0.77,,"Jan 26, 2026",,No,4.0,Catchmaster,plug in fly trap
113.0,"Catchmaster Giant Fly Glue Trap 3-Pack 30 Feet Each, Adhesive Fly Traps Outdoor, Sticky Bug Catcher, Bulk Flying Insect Paper Roll, Pest Control for Garage, Barn, Greenhouse & Garbage Room",B07XKDM8LG,Sticky Traps,https://www.amazon.com/dp/B07XKDM8LG?psc=1,https://m.media-amazon.com/images/I/81YJwKmEiTL._AC_SY355_.jpg,Catchmaster,36.99,"5,957","4,005","2,000","151,233.89","128,169.44",188,"1,449",US,11.68,1,4.2,"6,185",6.0,19,Catchmaster,"Patio, Lawn & Garden",Large Standard-Size,FBA,11.42 x 4.72 x 4.76 in,2.11,,"Sep 26, 2019",,No,80.0,Catchmaster,fruit fly trap
69.0,"Catchmaster Window Fly Traps 12-Pack, Fruit Fly Traps for Indoors, Disposable Bulk Bug Catcher, Waterproof Insect Glue Trap, Adhesive Strips, Pest Control for Home, Kitchen, & Garage",B001QBPP66,Sticky Traps,https://www.amazon.com/dp/B001QBPP66?psc=1,https://m.media-amazon.com/images/I/81Tyx9GraaL._AC_SY355_.jpg,Catchmaster,10.99,"4,547","2,925","1,000","82,225.39","32,118.65",182,"1,392",US,4.97,1,4.5,"19,949",6.0,,Catchmaster,"Patio, Lawn & Garden",Small Standard-Size,FBA,9.84 x 0.28 x 3.39 in,0.1,,"Apr 13, 2014",,No,145.0,Catchmaster,fruit fly trap
64.0,"Catchmaster Fly Ribbon 20-Pack, Bug & Fruit Fly Traps Outdoor and Indoor, Premium Adhesive Sticky Strips & Gnat Hanging Strips, Bulk Flying Insect Paper Rolls, Pesticide-Free Home Pest Control",B07V6HBYHK,Sticky Traps,https://www.amazon.com/dp/B07V6HBYHK?psc=1,https://m.media-amazon.com/images/I/91zgqg49hOL._AC_SY355_.jpg,Catchmaster,10.49,702,686,"1,000","9,277.13","7,970.36",192,"3,715",US,5.66,1,4.0,"12,904",6.0,12,Catchmaster,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.70 x 1.85 x 4.37 in,0.4,,"Jul 24, 2019",,No,82.0,Catchmaster,fruit fly trap
23.0,"Fruit Fly Trap for Indoors, Fly Traps for Home Gnat Traps House Indoor, Indoor Insect Trap with Timer, Pack of 10 Refills (Blue)",B0GXV7V7JL,Electric Traps,https://www.amazon.com/dp/B0GXV7V7JL?psc=1,https://m.media-amazon.com/images/I/61Xlv5xiLRL._AC_SY355_.jpg,CHEER UPs,39.99,"1,765","1,765",,"68,331.99","68,331.89",128,"1,045",US,10.52,2,4.9,70,7.0,52,Cheer Ups,"Patio, Lawn & Garden",Large Standard-Size,FBA,10.05 x 5.20 x 5.20 in,1.8,,"May 3, 2026",,No,0.0,Cheer Ups,fruit fly trap
109.0,"58 Pack Flying Insect Traps for Plants – Yellow Sticky Traps for Gnat, Fly & Flying Bug, Indoor Outdoor Flying Bug Catcher for Pots, Garden & Kitchen (58 Pcs Classic)",B0CNGBLV5N,Sticky Traps,https://www.amazon.com/dp/B0CNGBLV5N?psc=1,https://m.media-amazon.com/images/I/71pdF+lJTwL._AC_SY355_.jpg,Cleanuper,5.07,"12,331","12,198","8,000","73,938.67","72,945.21",166,527,US,3.67,2,4.1,"5,310",6.0,239,Cleanuper LLC USA,"Patio, Lawn & Garden",Small Standard-Size,FBA,12.09 x 0.63 x 10.55 in,0.62,,"Dec 12, 2023",,No,29.0,Cleanuper LLC USA,fruit fly trap
96.0,"Fly Trap Indoor - Fruit Fly Traps for Indoors, Gnat Traps for House Indoor with 3-in-1 Multi-Insect Catching + UV&Blue Light + Fan Suction, Ideal for Garage/Kitchen/Patio/Plant Pots, 10 Refills, Black",B0GM8ZGYD3,Electric Traps,https://www.amazon.com/dp/B0GM8ZGYD3?psc=1,https://m.media-amazon.com/images/I/81MYF2x4ZLL._AC_SY355_.jpg,CreateFun,31.99,"1,287","1,168",700,"61,257.50","55,343.97",200,"13,339",US,8.05,3,4.2,92,7.0,71,You Kang,"Patio, Lawn & Garden",Large Standard-Size,FBA,10.08 x 5.35 x 5.47 in,1.46,,"Mar 13, 2026",,No,2.0,You Kang,fruit fly trap
86.0,"20 Pcs Refill Glue Cards Compatible with Safer Home SH502 Indoor Fly Trap and Dynatrap DT3005W Plug-in Bug Light for Flies, Fruit Flies, Moths, Gnats, and Other Flying Insects",B0BWCVYTD9,Electric Traps,https://www.amazon.com/dp/B0BWCVYTD9?psc=1,https://m.media-amazon.com/images/I/61oO9dEp3gL._AC_SY355_.jpg,Dichroma,7.99,"1,880","1,563","1,000","15,425.33","11,881.35",175,"6,397",US,3.95,1,4.7,"2,785",7.0,10,Dichroma USA,"Patio, Lawn & Garden",Small Standard-Size,FBA,7.87 x 0.75 x 3.35 in,0.42,,"Apr 4, 2023",,No,37.0,Dichroma USA,plug in fly trap | fruit fly trap
137.0,"Dr. Killigan’s Fruit Fly Refill Liquid - Long-Lasting 24-Week Protection, Works with Apple Traps, Pet-Friendly and Safe for Everyday Family Use, Made in USA (16 oz)",B09V21T5K3,Lure,https://www.amazon.com/dp/B09V21T5K3?psc=1,https://m.media-amazon.com/images/I/81mcuDzxhPL._AC_SY355_.jpg,Dr. Killigan's,15.97,485,485,300,"7,746.11","7,746.03",164,"19,727",US,8.43,1,4.2,736,8.0,9,Dr. Killigan's,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.46 x 3.07 x 3.11 in,1.23,,"Apr 21, 2022",,No,49.0,Dr. Killigan's,fruit fly trap
43.0,"2 Pack Plug in Bug Zapper Indoor, Flying Insect Trap, Electronic Mosquito Zapper Gnat Traps with LED Light for Patio, Bedroom, Kitchen, Office",B0GWCLRF26,Electric Traps,https://www.amazon.com/dp/B0GWCLRF26?psc=1,https://m.media-amazon.com/images/I/71jC5xuA5PL._AC_SX355_.jpg,Dwcom Trap,9.99,43,43,,484.83,484.36,142,"47,007",US,5.41,1,3.5,3,8.0,0,YOUMWE20,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.69 x 3.19 x 5.08 in,0.31,,"Apr 10, 2026",,No,1.0,YOUMWE20,flying insect trap
46.0,"Dynatrap DT3007 Indoor Plug-in Fly Trap for Flies, Fruit Flies, Moths, Gnats, and Other Flying Insects - 1 Black Device + 2 Glue Cards",B0CQ8VLMV3,Electric Traps,https://www.amazon.com/dp/B0CQ8VLMV3?psc=1,https://m.media-amazon.com/images/I/71vGxA08tdL._AC_SY355_.jpg,DynaTrap,18.49,"1,369",544,300,"17,046.94","5,915.92",134,"5,519",AMZ,4.34,3,4.5,860,11.0,227,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,7.24 x 2.32 x 4.33 in,0.4,,"Feb 12, 2024",,No,27.0,Amazon,plug in fly trap | fruit fly trap
121.0,"Eco Defense Fruit Fly Killer - Natural Fruit Fly Trap & Drain Fly Killer Treatment for Indoor Fly Control in Kitchen, Restaurants, and More, 16 Oz",B01BIDLTZW,Lure,https://www.amazon.com/dp/B01BIDLTZW?psc=1,https://m.media-amazon.com/images/I/61N-mqrEKTL._SX342_.jpg,Eco Defense,24.95,127,127,50,"3,162.77","3,162.64",146,"76,945",US,8.77,1,3.9,"2,626",7.0,0,Eco Brands,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.09 x 2.99 x 3.31 in,1.17,,"Feb 5, 2016",,No,123.0,Eco Brands,fruit fly trap
123.0,"Emerson ITL7103 Plug-in Flying Bug Catcher with UV Light and LED Décor – Indoor Fly, Fruit Fly, Gnat & Moth Catcher, Silent, 24/7 Coverage, Mess-Free, use in Any Room, Includes 3 Glue Cards",B0FQ8G8HX1,Electric Traps,https://www.amazon.com/dp/B0FQ8G8HX1?psc=1,https://m.media-amazon.com/images/I/710zT0cS9yL._AC_SY355_.jpg,Emerson,12.57,62,48,,639.15,527.91,189,"102,113",AMZ,5.98,1,5.0,6,9.0,0,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,4.96 x 2.44 x 4.13 in,0.29,,"Sep 21, 2025",,No,8.0,Amazon,plug in fly trap
54.0,Faicuk 2 Pack Bug Zapper Racket Electric Fly Swatter,B07VQT6B3R,Electric Traps,https://www.amazon.com/dp/B07VQT6B3R?psc=1,https://m.media-amazon.com/images/I/81htk0pYIkL._AC_SY355_.jpg,Faicuk,23.99,"3,721",366,400,"59,305.03","8,596.59",52,"1,251",US,9.91,1,4.2,"8,626",7.0,40,FAICUK,"Patio, Lawn & Garden",Large Standard-Size,FBA,17.44 x 2.05 x 9.09 in,1.38,,"Sep 28, 2019",,No,80.0,FAICUK,flying insect trap
39.0,"Bug Zapper Outdoor Indoor, Electric Fly Zapper Waterproof with LED Light, 18W Power & 4000V High-Voltage, Coverage Area of ​​1/2-1 Acre, 5.5ft Cord, Plug-in Mosquito Trap for Patio Backyard Garden",B0GRTZV3VJ,Electric Traps,https://www.amazon.com/dp/B0GRTZV3VJ?psc=1,https://m.media-amazon.com/images/I/81z7pBFdxCL._AC_SY355_.jpg,fiveye,39.99,272,244,200,"8,861.10","7,719.43",196,"16,211",US,11.02,2,4.7,187,6.0,160,Fiveye-us,"Patio, Lawn & Garden",Large Standard-Size,FBA,12.28 x 6.85 x 6.85 in,2.25,,"Mar 30, 2026",,No,2.0,Fiveye-us,flying insect trap
71.0,"Flowtron Indoor Plug-in Fly Trap, 9W UV Light Electric Insect Trap with Adhesive Board – Silent Mosquito, Gnat & Fruit Fly Catcher, 375 Sq Ft Coverage (White)",B0GDJQX2S4,Electric Traps,https://www.amazon.com/dp/B0GDJQX2S4?psc=1,https://m.media-amazon.com/images/I/61zqkp1MfaL._AC_SY355_.jpg,Flowtron,29.99,61,61,,"1,831.54","1,830.81",158,"99,833",US,10.09,2,4.6,28,9.0,0,DBROTH,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.45 x 3.23 x 3.86 in,0.68,,"Jan 13, 2026",,No,4.0,DBROTH,plug in fly trap
117.0,"Flowtron Indoor Plug-in Fly Trap, 9W UV Light Electric Insect Trap with Adhesive Board – Silent Mosquito, Gnat & Fruit Fly Catcher, 375 Sq Ft Coverage (Black)",B0GDJL6DW5,Electric Traps,https://www.amazon.com/dp/B0GDJL6DW5?psc=1,https://m.media-amazon.com/images/I/71Hgy6h0OSL._AC_SY355_.jpg,Flowtron,29.99,62,62,,"1,865.74","1,864.98",158,"78,298",US,9.1,2,4.7,28,9.0,0,DBROTH,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.37 x 3.35 x 4.02 in,0.67,,"Jan 5, 2026",,No,4.0,DBROTH,plug in fly trap
37.0,"Flowtron Indoor Bug Zapper: 3000V Electric Insect Killer & Mosquito Trap - 800 Sq Ft Coverage - 20W Dual UV Light Fly Zapper for Kitchen, Bedroom, RV & Restaurant - Safe Gnat & Moth Killer",B0FRT13D6N,Electric Traps,https://www.amazon.com/dp/B0FRT13D6N?psc=1,https://m.media-amazon.com/images/I/71jPfyOPsuL._AC_SY355_.jpg,Flowtron,59.99,132,132,100,"7,900.02","7,899.91",188,"34,089",US,17.47,2,4.5,36,9.0,0,DBROTH,"Patio, Lawn & Garden",Large Standard-Size,FBA,16.38 x 3.35 x 10.87 in,3.7,,"Oct 17, 2025",,No,7.0,DBROTH,flying insect trap
130.0,"Fly Away Indoor Fly Trap Plug-in (2 Pack) with 6 Refills – Catches Fruit Flies, Gnats & Small Flying Insects – Silent, Non-Toxic Sticky Trap with UV Light",B0F9M4BY3H,Electric Traps,https://www.amazon.com/dp/B0F9M4BY3H?psc=1,https://m.media-amazon.com/images/I/615mT9iOolL._AC_SY355_.jpg,Fly Away Product,18.49,93,93,,"1,427.21","1,426.20",154,"182,846",US,6.86,1,4.2,31,8.0,2,Fly Away Product,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.57 x 2.99 x 3.19 in,0.4,,"May 24, 2025",,No,12.0,Fly Away Product,plug in fly trap
130.0,"Fly Away Fruit Fly Liquid Lure - Trap Fruit Flies Fast. Safe Around Food. Fruit Fly Trap Indoor Bait for Kitchens, Restaurants, and Bars. Use Alone or as Refill for Fly Away Fruit Fly Trap Kit (12 oz)",B0CJ3Z5TKN,Lure,https://www.amazon.com/dp/B0CJ3Z5TKN?psc=1,https://m.media-amazon.com/images/I/71s7GjMv5NL._SX342_.jpg,Fly Away Product,13.49,804,804,500,"10,845.37","10,837.20",200,"15,873",US,6.62,1,4.4,314,9.0,15,Fly Away Product,"Patio, Lawn & Garden",Large Standard-Size,FBA,7.24 x 1.97 x 2.01 in,0.86,,"Oct 19, 2023",,No,31.0,Fly Away Product,fruit fly trap
38.0,"Fruit Fly Traps for Indoors, Smart Fly Trap Indoor Bug Zapper Gnat Traps for House Indoor with Temperature and Humidity Sensor, 10PCS Sticky Boards Black 01",B0GX5TCYZJ,Electric Traps,https://www.amazon.com/dp/B0GX5TCYZJ?psc=1,https://m.media-amazon.com/images/I/81QWI8fIRxL._AC_SY355_.jpg,Fooxem,35.99,276,276,,"11,850.71","11,850.70",156,"4,339",,11.71,2,4.0,51,8.0,0,Kiro Inc,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.45 x 5.91 x 5.91 in,1.54,,"May 8, 2026",,No,0.0,Kiro Inc,flying insect trap | fruit fly trap
50.0,"Forhimn Fly Trap Indoor, 2 Plug-in Fly Catchers with 6 Glue Card Refills, Fruit Fly & Gnat Trap for Home, Sticky Flying Insect Trap for Flies, Moths, Safe & Mess-Free",B0GZNW5NKN,Electric Traps,https://www.amazon.com/dp/B0GZNW5NKN?psc=1,https://m.media-amazon.com/images/I/61Y9jMaeXXL._AC_SY355_.jpg,Forhimn,29.99,561,102,,"7,001.41","3,071.78",166,"5,239",US,8.85,1,4.8,103,7.0,15,ZHENG YU INC,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.87 x 3.86 x 4.33 in,0.58,,"May 9, 2026",,No,0.0,ZHENG YU INC,plug in fly trap
63.0,"2 Packs Bug Zapper Indoor, Electronic Mosquitoes Killer Zapper with Blue Lights for Living Room, Baby Room, Kitchen, Bedroom(0518)",B0GWZWJZRW,Electric Traps,https://www.amazon.com/dp/B0GWZWJZRW?psc=1,https://m.media-amazon.com/images/I/71TWVHQ92sL._AC_SY355_.jpg,Forhimn,29.99,212,212,"2,000","6,364.57","6,362.44",130,"17,774",US,8.59,1,2.7,13,8.0,,ZHENG YU INC,"Patio, Lawn & Garden",Large Standard-Size,MFN,5.12 x 2.64 x 3.31 in,0.28,,"Apr 29, 2026",,No,1.0,ZHENG YU INC,flying insect trap
25.0,"Bug Zapper Indoor, Electronic Fly Trap Insect Killer, Mosquitoes Killer Mosquito Zapper with Blue Lights for Living Room, Home, Kitchen, Bedroom, Baby Room, Office(2 Packs)",B0H234WWWQ,Electric Traps,https://www.amazon.com/dp/B0H234WWWQ?psc=1,https://m.media-amazon.com/images/I/71TWVHQ92sL._AC_SY355_.jpg,Forhimn,24.99,"2,154",0,,"67,007.75",0,172,"17,145",US,7.84,1,5.0,147,,0,ZHENG YU INC,"Patio, Lawn & Garden",Large Standard-Size,,5.13 x 2.64 x 3.31 in,0.29,,,,No,,ZHENG YU INC,flying insect trap
46.0,"Fruit Fly BarPro – 4 Month Protection Against Flies, Cockroaches, Mosquitos & Other Pests – Non-Toxic & Portable for Indoor & Outdoor Use",B009D17Z5U,Passive attractor,https://www.amazon.com/dp/B009D17Z5U?psc=1,https://m.media-amazon.com/images/I/8178mxxgqKL._SX342_.jpg,Fruit Fly BarPro,11.99,"2,314","2,087","1,000","44,526.18","25,006.06",137,"2,544",US,5.12,1,3.8,"11,511",6.0,"1,367",BarPro Solutions,"Patio, Lawn & Garden",Small Standard-Size,FBA,8.70 x 0.47 x 3.50 in,0.07,,"Sep 18, 2012",,No,164.0,BarPro Solutions,fruit fly trap
119.0,"FlyWeb - Fruit Fly Traps for Indoors, Gnat Traps for House Indoor - Made in USA, Fruit Fly Killer, Non Bug Zapper Indoor, Plug in Bug Catcher, Bug Light, UV Light, Gardner (Black)",B0C6XZ35Q8,Electric Traps,https://www.amazon.com/dp/B0C6XZ35Q8?psc=1,https://m.media-amazon.com/images/I/612PlWwGsJL._AC_SX342_.jpg,Gardner,39.99,262,57,,"10,475.18","2,273.31",179,"42,254",US,11.29,1,4.0,"3,898",6.0,0,TIFFAND GOODS,"Patio, Lawn & Garden",Large Standard-Size,FBA,11.14 x 2.95 x 3.74 in,1.06,,"Jun 10, 2023",,No,35.0,TIFFAND GOODS,plug in fly trap
62.0,"Garsum Fruit Fly Sticky Trap for Indoor and Outdoor, 36 Pack Fungus Gnat Killer for Houseplant, Mosquitos, Flying Insect, White Flies",B07ZSC4CK1,Sticky Traps,https://www.amazon.com/dp/B07ZSC4CK1?psc=1,https://m.media-amazon.com/images/I/713fAz77HvL._AC_SY355_.jpg,Garsum,7.99,"5,023","2,642","1,000","41,618.23","21,084.67",133,"2,441",US,3.76,1,4.4,"54,706",9.0,,Dycoe Inc,"Patio, Lawn & Garden",Small Standard-Size,FBA,7.64 x 0.63 x 5.47 in,0.32,,"Oct 31, 2019",,No,79.0,Dycoe Inc,fruit fly trap
71.0,"Bug Zapper Outdoor, Mosquito Zapper 3 in 1 Rechargeable Bug Zapper Outdoor with 5000mAh Battery & LED Night Light, 4000V Electric Fly Zapper for Outside, Patio, Backyard, Garden Black",B0GRYMSYKW,Electric Traps,https://www.amazon.com/dp/B0GRYMSYKW?psc=1,https://m.media-amazon.com/images/I/81pDRxOFo2L._AC_SX355_.jpg,GARUTED,35.99,"1,539","1,261",800,"88,738.09","75,647.24",183,585,US,6.86,2,4.9,45,8.0,8,You Kang,"Patio, Lawn & Garden",Large Standard-Size,FBA,10.59 x 5.79 x 5.79 in,1.59,,"Apr 23, 2026",,No,1.0,You Kang,flying insect trap
84.0,"GATCH Fruit Fly Trap (3 Pack), Fly Stick for Mosquitoes, Sticky Trap for Flies Gnats Wasp Flying Insects, Bug Catcher, Indoor or Outdoor Use, Ready to Use Home",B0CPBHB4RS,Sticky Traps,https://www.amazon.com/dp/B0CPBHB4RS?psc=1,https://m.media-amazon.com/images/I/81uv7TFuVzL._AC_SY355_.jpg,GATCH,15.99,603,433,200,"14,270.91","6,916.01",159,"37,024",US,7.97,2,4.2,"1,082",7.0,5,"RKMM, INC.","Patio, Lawn & Garden",Large Standard-Size,MFN,10.59 x 2.60 x 8.43 in,0.49,,"Jan 9, 2024",,No,28.0,"RKMM, INC.",fruit fly trap
72.0,"GeckoMan Hybrid Spectrum, Dusk-to-Dawn Bug Zapper Outdoor Bug Zapper Indoor Mosquito Repellent Outdoor Patio Mosquito Zapper Fly Zapper Fruit Fly Trap for Indoors Killer with Light Sensor",B0C3TCCMDT,Electric Traps,https://www.amazon.com/dp/B0C3TCCMDT?psc=1,https://m.media-amazon.com/images/I/71iZkdnoBJL._AC_SY355_.jpg,GeckoMan,39.99,"1,345",451,200,"55,586.82","18,034.01",187,"6,674",US,13.52,1,4.4,"1,931",7.0,26,GeckoMan LLC,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.53 x 6.38 x 6.42 in,1.9,,"Jul 25, 2023",,No,34.0,GeckoMan LLC,flying insect trap
117.0,REENSTRIKE 2-Pack Fruit Fly Traps for Indoors use. 120 Days Solution – Gnat Trap and Effective Fruit Fly Trap – Easy to Use – Best for Kitchen – Dining Areas - Reusable,B0B7SJ863F,Lure,https://www.amazon.com/dp/B0B7SJ863F?psc=1,https://m.media-amazon.com/images/I/617-sU0TG-L._SX342_.jpg,GreenStrike,9.58,9,9,,93.27,93.14,168,"141,494",AMZ,5.35,1,3.3,"1,097",11.0,0,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,7.01 x 2.48 x 6.06 in,0.29,,"Oct 5, 2022",,No,43.0,Amazon,fruit fly trap
11.0,"Indoor Bug Zapper, 20W Insect Killer & Mosquito Trap with UV Light, 3-Lamp Electric Fly Zapper for Home, Kitchen, Bedroom & RV",B0GT5194ZD,Electric Traps,https://www.amazon.com/dp/B0GT5194ZD?psc=1,https://m.media-amazon.com/images/I/71NAUkwmR-L._AC_SY355_.jpg,Handylit,37.99,216,216,,"8,054.87","8,054.78",126,"8,471",,12.86,1,5.0,3,7.0,0,Bruvacs Essentials,"Patio, Lawn & Garden",Large Standard-Size,FBA,14.61 x 3.31 x 10.35 in,2.01,,"May 2, 2026",,No,0.0,Bruvacs Essentials,flying insect trap
60.0,"Bug Zapper 15W for Outdoor and Indoor, High Powered 4000V Electric Mosquito Zappers, Mosquito Killer, Electronic Mosquitoes Light Bulb Lamp for Home Backyard Patio",B08H1KQRSR,Electric Traps,https://www.amazon.com/dp/B08H1KQRSR?psc=1,https://m.media-amazon.com/images/I/71LY0TOWKUL._AC_SY355_.jpg,Homesuit,24.63,166,166,100,"4,799.37","4,797.59",163,"44,029",US,11.96,1,4.2,"5,022",8.0,,Artman Direct USA Store,"Patio, Lawn & Garden",Large Standard-Size,FBA,12.01 x 5.83 x 5.83 in,1.74,,"Oct 15, 2020",,No,67.0,Artman Direct USA Store,flying insect trap
105.0,"Hot Shot Flying Insect Trap, Discreet, Hassle-Free Trap Attracts, Captures House and Fruit Flies, 24/7 Continuous Attraction, No Plug-in Or Electricity Needed, 6 Count 984ml Each",B0DGWQV8GK,Lure,https://www.amazon.com/dp/B0DGWQV8GK?psc=1,https://m.media-amazon.com/images/I/71RAhcOIbLL._AC_SY355_.jpg,HOT SHOT,12.73,"4,259","4,259","3,000","64,407.15","64,364.44",178,"1,118",AMZ,6.99,1,2.6,"2,107",13.0,42,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,7.68 x 1.93 x 3.35 in,0.44,,"Sep 13, 2024",,No,20.0,Amazon,plug in fly trap | fruit fly trap
135.0,"Bug Zapper Indoor, Fly Traps, Flying Insects, Electronic Insect Killer Fly Insect Trap Plug-in Mosquitoes Killer Mosquito Zapper with Blue Lights for Living Room, Kitchen, Bedroom (2Packs)",B0FGNTGF4M,Electric Traps,https://www.amazon.com/dp/B0FGNTGF4M?psc=1,https://m.media-amazon.com/images/I/612Bl1EDHFL._AC_SY355_.jpg,HTTLLH,19.99,9,9,50,186.56,171.98,188,"111,448",US,6.9,1,3.5,154,7.0,0,Amos International inc.,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.04 x 2.60 x 3.23 in,0.29,,"Aug 23, 2025",,No,9.0,Amos International inc.,plug in fly trap
39.0,"2 Flying Insect Traps & 2 Cartridges - Compatible with Refill - Plug in Fruit Fly Trap for Indoor - Bug Catcher for Gnats, House & Fruit Flies - Use in Any Room (2 Device & 2 Cartridges)",B0CZ68FHZP,Electric Traps,https://www.amazon.com/dp/B0CZ68FHZP?psc=1,https://m.media-amazon.com/images/I/71oR0YP7YOL._AC_SY355_.jpg,Husaco,26.99,"1,685","1,293",600,"40,324.20","36,312.11",186,361,US,8.81,1,4.2,"3,344",7.0,2,HIPPOPOTAMUSTRADING,"Patio, Lawn & Garden",Large Standard-Size,FBA,7.17 x 3.35 x 4.65 in,0.62,,"Apr 27, 2024",,No,25.0,HIPPOPOTAMUSTRADING,plug in fly trap
